################################################################################
# Collectl:   V3.6.1-4  HiRes: 1  Options: -i 5 --plot --filename cpu 
# Host:       ip-10-72-239-72  DaemonOpts: 
# Distro:     debian wheezy/sid, Ubuntu 11.10  Platform: 
# Date:       20120604-210213  Secs: 1338843733 TZ: +0000
# SubSys:     cdn Options:  Interval: 5 NumCPUs: 2 [HYPER] NumBud: 0 Flags: i
# Filters:    NfsFilt:  EnvFilt: 
# HZ:         100  Arch: x86_64-linux-gnu-thread-multi PageSize: 4096
# Cpu:        GenuineIntel Speed(MHz): 2266.746 Cores: 1  Siblings: 2 Nodes: 1
# Kernel:     3.0.0-16-virtual  Memory: 7645720 kB  Swap: 0 kB
# NumDisks:   1 DiskNames: xvdb
# NumNets:    2 NetNames: lo: eth0:
################################################################################
#Date Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [NET]RxPktTot [NET]TxPktTot [NET]RxKBTot [NET]TxKBTot [NET]RxCmpTot [NET]RxMltTot [NET]TxCmpTot [NET]RxErrsTot [NET]TxErrsTot [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
# Date:       20120604-210213  Secs: 1338843733 TZ: +0000
# SubSys:     cdn Options:  Interval: 5 NumCPUs: 2 [HYPER] NumBud: 0 Flags: i
# Filters:    NfsFilt:  EnvFilt: 
# HZ:         100  Arch: x86_64-linux-gnu-thread-multi PageSize: 4096
# Cpu:        GenuineIntel Speed(MHz): 2266.746 Cores: 1  Siblings: 2 Nodes: 1
# Kernel:     3.0.0-16-virtual  Memory: 7645720 kB  Swap: 0 kB
# NumDisks:   1 DiskNames: xvdb
# NumNets:    2 NetNames: lo: eth0:
################################################################################
#Date Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [NET]RxPktTot [NET]TxPktTot [NET]RxKBTot [NET]TxKBTot [NET]RxCmpTot [NET]RxMltTot [NET]TxCmpTot [NET]RxErrsTot [NET]TxErrsTot [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
20120604 21:05:59 3 0 3 0 0 0 0 94 6 4831 2581 0 198 0 0.00 0.03 0.05 0 0 2205 2040 306 254 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:06:04 3 0 1 0 0 0 1 95 5 4043 2064 0 198 1 0.00 0.03 0.05 1 0 2094 1942 295 241 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:06:09 2 0 2 0 0 0 0 95 5 4442 2133 0 198 0 0.00 0.03 0.05 0 0 2216 2019 307 253 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:06:14 1 0 2 0 0 0 0 96 4 5093 2060 1 195 1 0.00 0.03 0.05 1 0 2084 1934 294 241 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:06:19 3 0 3 0 0 0 0 94 6 4776 2177 0 195 0 0.00 0.03 0.05 0 0 2217 2030 307 254 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:06:24 2 0 2 0 0 0 0 96 4 4114 2141 0 195 2 0.00 0.02 0.05 2 0 2098 1937 295 241 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:06:29 3 0 2 0 0 0 0 95 5 4608 2271 0 195 0 0.00 0.02 0.05 0 0 2208 2020 306 253 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:06:34 2 0 2 0 0 0 0 95 5 5000 2087 0 195 2 0.00 0.02 0.05 1 0 2090 1941 295 241 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:06:39 2 0 2 0 0 0 0 95 5 4495 2277 0 195 0 0.00 0.02 0.05 0 0 2199 2026 306 253 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:06:44 2 0 2 0 0 0 1 95 5 4992 2439 0 195 1 0.00 0.02 0.05 1 0 2094 1944 295 241 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:06:49 2 0 2 0 0 0 0 95 5 4502 2185 0 195 0 0.00 0.02 0.05 0 0 2212 2023 307 253 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:06:54 2 0 2 0 0 0 0 95 5 4702 2596 0 195 1 0.00 0.02 0.05 1 0 2075 1941 294 241 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:06:59 2 0 2 0 0 0 0 95 5 4821 2288 0 195 0 0.00 0.02 0.05 0 0 2217 2018 307 253 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:07:04 3 0 3 0 0 0 0 93 7 6233 3010 0 195 1 0.00 0.02 0.05 1 0 2944 2680 414 330 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:07:09 3 0 4 0 0 0 1 92 8 6399 3135 0 195 0 0.00 0.02 0.05 0 0 3163 2873 438 359 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:07:14 2 0 3 0 0 0 0 94 6 5426 2718 0 195 1 0.00 0.02 0.05 1 0 2567 2380 362 295 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:07:19 3 0 3 0 0 0 0 94 6 5413 2400 0 195 0 0.00 0.02 0.05 0 0 2575 2345 356 294 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:07:24 3 0 3 0 0 0 0 93 7 7060 3515 0 195 2 0.00 0.02 0.05 1 0 3161 2927 447 365 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:07:29 4 0 4 0 0 0 0 91 9 6552 3067 0 195 0 0.00 0.02 0.05 0 0 3317 3032 456 381 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:07:34 3 0 3 0 0 0 0 93 7 6248 3126 0 195 1 0.00 0.02 0.05 1 0 3170 2926 447 364 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:07:39 3 0 4 0 0 0 0 92 8 6463 3075 0 195 0 0.00 0.02 0.05 0 0 3320 3005 456 380 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:07:44 7 0 6 0 0 1 2 84 16 7394 3184 26 198 2 0.00 0.02 0.05 1 0 3194 2921 449 365 0 0 0 0 0 0 0 0 0 0 0 0 0 0
################################################################################
# Collectl:   V3.6.1-4  HiRes: 1  Options: -i 5 --plot --filename cpu 
# Host:       ip-10-72-239-72  DaemonOpts: 
# Distro:     debian wheezy/sid, Ubuntu 11.10  Platform: 
# Date:       20120604-210213  Secs: 1338843733 TZ: +0000
# SubSys:     cdn Options:  Interval: 5 NumCPUs: 2 [HYPER] NumBud: 0 Flags: i
# Filters:    NfsFilt:  EnvFilt: 
# HZ:         100  Arch: x86_64-linux-gnu-thread-multi PageSize: 4096
# Cpu:        GenuineIntel Speed(MHz): 2266.746 Cores: 1  Siblings: 2 Nodes: 1
# Kernel:     3.0.0-16-virtual  Memory: 7645720 kB  Swap: 0 kB
# NumDisks:   1 DiskNames: xvdb
# NumNets:    2 NetNames: lo: eth0:
################################################################################
#Date Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [NET]RxPktTot [NET]TxPktTot [NET]RxKBTot [NET]TxKBTot [NET]RxCmpTot [NET]RxMltTot [NET]TxCmpTot [NET]RxErrsTot [NET]TxErrsTot [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
20120604 21:07:49 4 0 4 0 0 0 0 92 8 6629 2952 0 198 0 0.00 0.02 0.05 0 0 3291 3010 454 380 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:07:54 4 0 4 0 0 0 0 92 8 7724 3968 0 198 1 0.00 0.02 0.05 1 0 3171 2945 447 366 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:07:59 4 0 4 0 0 0 0 92 8 6603 3139 0 198 0 0.00 0.02 0.05 0 0 3289 3005 454 380 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:08:04 4 0 4 0 0 0 1 91 9 7976 3568 0 198 1 0.00 0.02 0.05 1 0 3930 3597 550 450 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:08:09 5 0 4 0 0 0 0 91 9 8010 3494 0 198 0 0.00 0.01 0.05 0 0 3979 3605 552 448 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:08:14 3 0 4 0 0 0 0 92 8 6875 3540 0 198 1 0.00 0.01 0.05 1 0 3277 3015 461 376 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:08:19 5 0 5 0 0 1 0 89 11 8945 4124 0 198 0 0.00 0.01 0.05 0 0 4384 4002 606 502 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:08:24 5 0 5 0 0 1 1 89 11 9029 4125 0 198 2 0.00 0.01 0.05 1 0 4303 3934 599 492 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:08:29 5 0 5 0 0 1 0 89 11 8665 4006 0 198 0 0.00 0.01 0.05 0 0 4407 3994 607 501 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:08:34 5 0 5 0 0 0 0 90 10 8510 4362 0 198 1 0.00 0.01 0.05 1 0 4282 3939 598 493 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:08:39 5 0 5 0 0 1 0 89 11 8704 3973 1 198 0 0.00 0.01 0.05 0 0 4380 3997 606 502 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:08:44 5 0 5 0 0 1 0 89 11 9128 4483 0 199 1 0.00 0.01 0.05 2 0 4282 3935 598 494 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:08:49 5 0 5 0 0 0 0 90 10 8311 3790 0 199 0 0.00 0.01 0.05 0 0 4386 3985 607 502 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:08:54 4 0 5 0 0 0 0 90 10 9049 4374 0 199 1 0.00 0.01 0.05 1 0 4284 3914 598 492 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:08:59 6 0 5 0 0 0 0 89 11 8619 4038 0 199 0 0.00 0.01 0.05 0 0 4369 3989 605 503 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:09:04 6 0 6 0 0 0 1 88 12 9777 4559 0 199 1 0.00 0.01 0.05 2 0 4740 4295 664 531 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:09:09 5 0 6 0 0 1 1 88 12 8562 4017 0 199 0 0.00 0.01 0.05 0 0 4418 4005 611 507 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:09:14 8 0 6 0 0 1 1 85 15 10902 4804 0 199 1 0.00 0.01 0.05 1 0 5993 5425 826 686 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:09:19 6 0 6 0 0 1 0 88 12 9094 4427 0 199 0 0.00 0.01 0.05 0 0 4864 4395 679 548 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:09:24 8 0 7 0 0 1 0 84 16 11301 5299 0 199 1 0.00 0.01 0.05 2 0 6219 5630 857 710 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:09:29 5 0 6 0 0 0 0 88 12 9091 4604 0 199 0 0.00 0.01 0.05 0 0 4725 4287 656 536 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:09:34 8 0 8 0 0 1 0 84 16 11597 5365 0 199 2 0.00 0.01 0.05 0 0 6296 5674 867 714 0 0 0 0 0 0 0 0 0 0 0 0 0 0
################################################################################
# Collectl:   V3.6.1-4  HiRes: 1  Options: -i 5 --plot --filename cpu 
# Host:       ip-10-72-239-72  DaemonOpts: 
# Distro:     debian wheezy/sid, Ubuntu 11.10  Platform: 
# Date:       20120604-210213  Secs: 1338843733 TZ: +0000
# SubSys:     cdn Options:  Interval: 5 NumCPUs: 2 [HYPER] NumBud: 0 Flags: i
# Filters:    NfsFilt:  EnvFilt: 
# HZ:         100  Arch: x86_64-linux-gnu-thread-multi PageSize: 4096
# Cpu:        GenuineIntel Speed(MHz): 2266.746 Cores: 1  Siblings: 2 Nodes: 1
# Kernel:     3.0.0-16-virtual  Memory: 7645720 kB  Swap: 0 kB
# NumDisks:   1 DiskNames: xvdb
# NumNets:    2 NetNames: lo: eth0:
################################################################################
#Date Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [NET]RxPktTot [NET]TxPktTot [NET]RxKBTot [NET]TxKBTot [NET]RxCmpTot [NET]RxMltTot [NET]TxCmpTot [NET]RxErrsTot [NET]TxErrsTot [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
20120604 21:09:39 5 0 6 0 0 1 0 88 12 9318 4443 0 199 0 0.00 0.01 0.05 0 0 4661 4237 647 530 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:09:44 8 0 7 0 0 1 0 84 16 11153 4967 0 199 2 0.00 0.01 0.05 2 0 6215 5602 855 706 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:09:49 5 0 5 0 0 1 0 89 11 8961 4216 0 199 0 0.00 0.01 0.05 0 0 4742 4293 659 536 0 0 0 0 0 0 0 0 0 0 0 0 0 0
