################################################################################
# Collectl:   V3.6.1-4  HiRes: 1  Options: -i 5 --plot --filename cpu 
# Host:       ip-10-70-87-212  DaemonOpts: 
# Distro:     debian wheezy/sid, Ubuntu 11.10  Platform: 
# Date:       20120604-210215  Secs: 1338843735 TZ: +0000
# SubSys:     cdn Options:  Interval: 5 NumCPUs: 2 [HYPER] NumBud: 0 Flags: i
# Filters:    NfsFilt:  EnvFilt: 
# HZ:         100  Arch: x86_64-linux-gnu-thread-multi PageSize: 4096
# Cpu:        GenuineIntel Speed(MHz): 2266.746 Cores: 1  Siblings: 2 Nodes: 1
# Kernel:     3.0.0-16-virtual  Memory: 7645720 kB  Swap: 0 kB
# NumDisks:   1 DiskNames: xvdb
# NumNets:    2 NetNames: lo: eth0:
################################################################################
#Date Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [NET]RxPktTot [NET]TxPktTot [NET]RxKBTot [NET]TxKBTot [NET]RxCmpTot [NET]RxMltTot [NET]TxCmpTot [NET]RxErrsTot [NET]TxErrsTot [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
20120604 21:02:21 0 0 0 0 0 0 0 100 0 14 15 0 194 0 0.05 0.05 0.05 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:02:26 0 0 0 0 0 0 0 100 0 13 13 0 194 0 0.05 0.05 0.05 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:02:31 3 0 2 1 0 0 1 93 6 232 165 13 195 0 0.04 0.05 0.05 0 0 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:02:36 0 0 0 0 0 0 0 100 0 19 16 0 195 0 0.04 0.04 0.05 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:02:41 0 0 0 0 0 0 0 100 0 16 14 0 195 0 0.04 0.04 0.05 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:02:46 0 0 0 0 0 0 0 100 0 17 16 0 195 0 0.03 0.04 0.05 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:02:51 0 0 0 0 0 0 0 100 0 16 14 0 195 0 0.03 0.04 0.05 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:02:56 2 0 2 0 0 0 0 96 4 3369 1861 0 195 0 0.03 0.04 0.05 0 0 2170 1934 299 233 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:03:01 0 0 0 0 0 0 0 100 0 20 16 0 195 1 0.03 0.04 0.05 1 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:03:06 1 0 1 0 0 0 0 98 2 847 456 0 195 0 0.02 0.04 0.05 0 0 385 359 51 46 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:03:11 0 0 0 0 0 0 0 100 0 52 47 0 195 1 0.02 0.04 0.05 1 0 18 16 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:03:16 3 0 2 0 0 0 0 95 5 4411 2382 0 195 0 0.02 0.04 0.05 0 0 2062 1905 283 238 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:03:21 0 0 0 0 0 0 0 100 0 38 26 0 195 1 0.02 0.04 0.05 1 0 8 8 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:03:26 2 0 2 0 0 0 0 95 5 4212 2013 0 195 0 0.02 0.04 0.05 0 0 2071 1907 284 238 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:03:31 0 0 0 0 0 0 0 100 0 48 41 0 195 0 0.02 0.04 0.05 0 0 18 17 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:03:36 2 0 2 0 0 0 0 96 4 4169 2110 0 195 0 0.01 0.04 0.05 0 0 2053 1893 282 237 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:03:41 0 0 0 0 0 0 0 100 0 67 56 0 195 1 0.01 0.04 0.05 0 0 18 17 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20120604 21:03:46 2 0 3 0 0 0 0 95 5 4512 2449 0 195 0 0.01 0.04 0.05 0 0 2060 1907 282 238 0 0 0 0 0 0 0 0 0 0 0 0 0 0
