################################################################################
# Collectl:   V3.6.1-4  HiRes: 1  Options: -i 5 --vmstat -P --filename memory 
# Host:       ip-10-70-87-212  DaemonOpts: 
# Distro:     debian wheezy/sid, Ubuntu 11.10  Platform: 
# Date:       20120604-210229  Secs: 1338843749 TZ: +0000
# SubSys:     cm Options:  Interval: 5 NumCPUs: 2 [HYPER] NumBud: 0 Flags: i
# Filters:    NfsFilt:  EnvFilt: 
# HZ:         100  Arch: x86_64-linux-gnu-thread-multi PageSize: 4096
# Cpu:        GenuineIntel Speed(MHz): 2266.746 Cores: 1  Siblings: 2 Nodes: 1
# Kernel:     3.0.0-16-virtual  Memory: 7645720 kB  Swap: 0 kB
# NumDisks:   1 DiskNames: xvdb
# NumNets:    2 NetNames: lo: eth0:
################################################################################
#Date Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [MEM]Tot [MEM]Used [MEM]Free [MEM]Shared [MEM]Buf [MEM]Cached [MEM]Slab [MEM]Map [MEM]Anon [MEM]Commit [MEM]Locked [MEM]SwapTot [MEM]SwapUsed [MEM]SwapFree [MEM]SwapIn [MEM]SwapOut [MEM]Dirty [MEM]Clean [MEM]Laundry [MEM]Inactive [MEM]PageIn [MEM]PageOut [MEM]PageFaults [MEM]PageMajFaults [MEM]HugeTotal [MEM]HugeFree [MEM]HugeRsvd [MEM]SUnreclaim
20120604 21:02:35 0 0 0 0 0 0 0 100 0 17 15 0 195 0 0.04 0.04 0.05 2 0 7645720 362184 7283536 0 17068 105228 20808 16256 124124 384048 0 0 0 0 0 0 96 0 0 56500 0 10 8 0 0 0 0 6828
20120604 21:02:40 0 0 0 0 0 0 0 100 0 19 15 0 195 0 0.04 0.04 0.05 0 0 7645720 362184 7283536 0 17068 105228 20808 16256 124156 384048 0 0 0 0 0 0 12 0 0 56500 0 17 17 0 0 0 0 6828
20120604 21:02:45 0 0 0 0 0 0 0 100 0 16 14 0 195 0 0.03 0.04 0.05 2 0 7645720 362184 7283536 0 17068 105228 20808 16256 124160 384048 0 0 0 0 0 0 0 0 0 56500 0 2 5 0 0 0 0 6828
20120604 21:02:50 0 0 0 0 0 0 0 100 0 17 16 0 195 0 0.03 0.04 0.05 0 0 7645720 362184 7283536 0 17076 105228 20808 16256 124160 384048 0 0 0 0 0 0 12 0 0 56500 0 4 0 0 0 0 0 6828
20120604 21:02:55 2 0 2 0 0 0 0 96 4 3373 1863 0 195 0 0.03 0.04 0.05 0 0 7645720 363176 7282544 0 17076 105228 20808 16256 125332 385536 0 0 0 0 0 0 12 0 0 56504 0 0 63 0 0 0 0 6828
20120604 21:03:00 0 0 0 0 0 0 0 100 0 16 15 0 195 1 0.03 0.04 0.05 1 0 7645720 363176 7282544 0 17084 105228 20808 16256 125336 385536 0 0 0 0 0 0 16 0 0 56504 0 2 0 0 0 0 0 6828
20120604 21:03:05 1 0 1 0 0 0 0 98 2 851 457 0 195 1 0.02 0.04 0.05 1 0 7645720 363672 7282048 0 17084 105228 20808 16256 125792 386972 0 0 0 0 0 0 20 0 0 56504 0 0 28 0 0 0 0 6828
20120604 21:03:10 0 0 0 0 0 0 0 100 0 16 16 0 195 0 0.02 0.04 0.05 0 0 7645720 363672 7282048 0 17092 105228 20808 16256 125800 386972 0 0 0 0 0 0 20 0 0 56516 0 3 0 0 0 0 0 6828
20120604 21:03:15 3 0 2 0 0 0 0 95 5 4450 2413 0 195 1 0.02 0.04 0.05 1 0 7645720 364664 7281056 0 17092 105244 20808 16256 126756 387484 0 0 0 0 0 0 40 0 0 56520 0 0 53 0 0 0 0 6828
20120604 21:03:20 0 0 0 0 0 0 0 100 0 18 18 0 195 0 0.02 0.04 0.05 0 0 7645720 364664 7281056 0 17100 105244 20808 16256 126756 387484 0 0 0 0 0 0 36 0 0 56540 0 3 0 0 0 0 0 6828
